Gemeente,Jaar,Naam bibliotheek locaties,Type,Straat bibliotheek locaties,Huisnummer bibliotheek locaties,Postcode bibltiotheek locaties
Antwerpen,2015,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2015,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2015,Berchem | Kinderbib De Vertellerij,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2015,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2015,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2015,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2015,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2015,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2015,Hoboken | Bibliotheek Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2015,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2015,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2014,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2014,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2014,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2014,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2014,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2014,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2014,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2014,Berchem | Kinderbib De Vertellerij,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2014,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2014,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2014,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2014,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2014,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2014,Hoboken | Bibliotheek Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2014,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2014,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2013,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2013,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2013,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2013,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2013,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2013,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2013,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2013,Berchem | Kinderbib De Vertellerij,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2013,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2013,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2013,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2013,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2013,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2013,Hoboken | Bibliotheek Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2013,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2013,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2012,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2012,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2012,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2012,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2012,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2012,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2012,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2012,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2012,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2012,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2012,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2012,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2012,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2012,Hoboken | Bibliotheek Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2012,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2012,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2012,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2011,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2011,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2011,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2011,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2011,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2011,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2011,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2011,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2011,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2011,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2011,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2011,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2011,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2011,Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2011,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2011,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2011,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2010,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2010,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2010,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2010,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2010,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2010,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2010,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2010,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2010,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2010,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2010,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2010,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2010,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2010,Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2010,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2010,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2010,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2009,Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2009,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2009,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2009,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2009,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2009,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2009,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2009,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2009,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2009,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2009,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2009,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2009,Felix,Bedieningspunt,Oudeleeuwenrui,29,2000
Antwerpen,2009,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2009,Hedera,Bedieningspunt,Lodewijk De Koninckstraat,10,2600
Antwerpen,2009,Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2009,Isabella,Bedieningspunt,Isabellalei,69,2018
Antwerpen,2009,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2009,Maantjes,Bedieningspunt,Maantjessteenweg,23,2170
Antwerpen,2009,Mariaburg,Bedieningspunt,Van De Weyngaertplein,38,2180
Antwerpen,2009,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2009,Morckhoven,Bedieningspunt,Joseph Deckerslaan,2A,2100
Antwerpen,2009,Nieuwdreef,Bedieningspunt,Nieuwdreef,135,2170
Antwerpen,2009,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2009,Zurenborg,Bedieningspunt,Wolfstraat,1,2018
Antwerpen,2009,Zwarte Arend,Bedieningspunt,Schotensesteenweg,138,2100
Antwerpen,2008,Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2008,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2008,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2008,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2008,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2008,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2008,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2008,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2008,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2008,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2008,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2008,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2008,Felix,Bedieningspunt,Oudeleeuwenrui,29,2000
Antwerpen,2008,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2008,Hedera,Bedieningspunt,Lodewijk De Koninckstraat,10,2600
Antwerpen,2008,Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2008,Isabella,Bedieningspunt,Isabellalei,69,2018
Antwerpen,2008,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2008,Maantjes,Bedieningspunt,Maantjessteenweg,23,2170
Antwerpen,2008,Mariaburg,Bedieningspunt,Van De Weyngaertplein,38,2180
Antwerpen,2008,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2008,Morckhoven,Bedieningspunt,Joseph Deckerslaan,2A,2100
Antwerpen,2008,Nieuwdreef,Bedieningspunt,Nieuwdreef,135,2170
Antwerpen,2008,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2008,Zurenborg,Bedieningspunt,Wolfstraat,1,2018
Antwerpen,2008,Zwarte Arend,Bedieningspunt,Schotensesteenweg,138,2100
Antwerpen,2007,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2007,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2007,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2007,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2007,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2007,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2007,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2007,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2007,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2007,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2007,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2007,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2007,Felix,Bedieningspunt,Oudeleeuwenrui,29,2000
Antwerpen,2007,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2007,Hedera,Bedieningspunt,Lodewijk De Koninckstraat,10,2600
Antwerpen,2007,Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2007,Isabella,Bedieningspunt,Isabellalei,69,2018
Antwerpen,2007,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2007,Maantjessteenweg,Bedieningspunt,Maantjessteenweg,23,2170
Antwerpen,2007,Mariaburg,Bedieningspunt,Van De Weyngaertplein,38,2180
Antwerpen,2007,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2007,Morckhoven,Bedieningspunt,Joseph Deckerslaan,2A,2100
Antwerpen,2007,Nieuwdreef,Bedieningspunt,Nieuwdreef,135,2170
Antwerpen,2007,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2007,Zurenborg,Bedieningspunt,Wolfstraat,1,2018
Antwerpen,2007,Zwarte Arend,Bedieningspunt,Schotensesteenweg,138,2100
Antwerpen,2006,Antwerpen | Bibliotheek Brederode,Bedieningspunt,Brederodestraat,119,2018
Antwerpen,2006,Antwerpen | Bibliotheek Elsschot,Bedieningspunt,Willem Elsschotstraat,5,2050
Antwerpen,2006,Antwerpen | Bibliotheek Kielpark,Bedieningspunt,Wittestraat,10,2020
Antwerpen,2006,Antwerpen | Bibliotheek Luchtbal (tijdelijke locatie),Bedieningspunt,Montrealstraat,6,2030
Antwerpen,2006,Antwerpen | Bibliotheek Permeke,Hoofdbibliotheek,De Coninckplein,26,2060
Antwerpen,2006,Antwerpen | Bibliotheek Sint-Andries,Bedieningspunt,Sint-Andriesplaats,22,2000
Antwerpen,2006,Berchem | Bibliotheek De Poort,Bedieningspunt,Willem Van Laarstraat,15-17,2600
Antwerpen,2006,Berendrecht | Bibliotheek Viswater,Bedieningspunt,Tongerlostraat,2,2040
Antwerpen,2006,Borgerhout | Bibliotheek Vrede,Bedieningspunt,Moorkensplein,19,2140
Antwerpen,2006,Deurne | Bibliotheek Arena,Bedieningspunt,Arenaplein,62A,2100
Antwerpen,2006,Deurne | Bibliotheek Couwelaar,Bedieningspunt,Te Couwelaarlei,120,2100
Antwerpen,2006,Ekeren | Bibliotheek Driehoek,Bedieningspunt,Driehoekstraat,43,2180
Antwerpen,2006,Felix,Bedieningspunt,Oudeleeuwenrui,29,2000
Antwerpen,2006,Groenenhoek,Bedieningspunt,Turkooisstraat,18,2600
Antwerpen,2006,Hedera,Bedieningspunt,Lodewijk De Koninckstraat,10,2600
Antwerpen,2006,Hoboken,Bedieningspunt,Kapelstraat,64,2660
Antwerpen,2006,Isabella,Bedieningspunt,Isabellalei,69,2018
Antwerpen,2006,Kaeck,Bedieningspunt,Koningin Elisabethstraat,3,2610
Antwerpen,2006,Maantjessteenweg,Bedieningspunt,Maantjessteenweg,23,2170
Antwerpen,2006,Mariaburg,Bedieningspunt,Van De Weyngaertplein,38,2180
Antwerpen,2006,Merksem | Bibliotheek Park,Bedieningspunt,Van Heybeeckstraat,28A,2170
Antwerpen,2006,Morckhoven,Bedieningspunt,Joseph Deckerslaan,2A,2100
Antwerpen,2006,Nieuwdreef,Bedieningspunt,Nieuwdreef,135,2170
Antwerpen,2006,Wilrijk | Bibliotheek Bist,Bedieningspunt,Bist,1,2610
Antwerpen,2006,Zurenborg,Bedieningspunt,Wolfstraat,1,2018
Antwerpen,2006,Zwarte Arend,Bedieningspunt,Schotensesteenweg,138,2100
Anzegem,2018,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2018,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2018,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2017,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2017,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2017,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2016,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2016,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2016,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2015,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2015,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2015,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2014,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2014,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2014,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2013,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2013,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2013,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2012,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2012,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2012,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2011,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2011,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2011,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2010,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2010,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2010,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2009,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2009,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2009,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2008,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2008,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2008,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2007,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2007,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2007,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Anzegem,2006,Bib Ingooigem (Gemeenteschool),Bedieningspunt,Pastoor Verriesstraat,12,8570
Anzegem,2006,Bib Vichte (Boven politie),Bedieningspunt,Beukenhofstraat,42,8570
Anzegem,2006,Hoofdbibliotheek ANZEGEM,Hoofdbibliotheek,Landergemstraat,1A,8570
Ardooie,2016,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2015,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2014,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2013,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2012,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2011,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2010,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2009,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2008,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2007,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Ardooie,2006,Hoofdbibliotheek ARDOOIE,Hoofdbibliotheek,Mgr. Roelensstraat,26,8850
Arendonk,2015,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2014,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2013,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2012,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2011,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2010,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2009,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2009,Voorheide,Bedieningspunt,De Brulen,11,2370
Arendonk,2008,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2007,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
Arendonk,2006,Hoofdbibliotheek ARENDONK,Hoofdbibliotheek,Deroissart,5,2370
As,2015,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2014,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2013,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2012,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2011,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2010,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2009,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2008,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2007,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
As,2006,Hoofdbibliotheek AS,Hoofdbibliotheek,Kerkstraat,6,3665
Asse,2018,filiaal Zellik,Bedieningspunt,Brusselsesteenweg,543,1730
Asse,2018,Hoofdbibliotheek ASSE,Hoofdbibliotheek,Huinegem,2,1730
Asse,2017,filiaal Zellik,Bedieningspunt,Brusselsesteenweg,543,1730
Asse,2017,Hoofdbibliotheek ASSE,Hoofdbibliotheek,Huinegem,2,1730
Asse,2016,filiaal Zellik,Bedieningspunt,Brusselsesteenweg,543,1730
Asse,2016,Hoofdbibliotheek ASSE,Hoofdbibliotheek,Huinegem,2,1730
Asse,2015,filiaal Zellik,Bedieningspunt,Brusselsesteenweg,543,1730
Asse,2015,Hoofdbibliotheek ASSE,Hoofdbibliotheek,Huinegem,2,1730
Asse,2014,filiaal Zellik,Bedieningspunt,Brusselsesteenweg,543,1730
Asse,2014,Hoofdbibliotheek ASSE,Hoofdbibliotheek,Huinegem,2,1730
Asse,2013,filiaal Zellik,Bedieningspunt,Brusselsesteenweg,543,1730
