Gemeente,Jaar,Naam bibliotheek locaties,Type,Straat bibliotheek locaties,Huisnummer bibliotheek locaties,Postcode bibltiotheek locaties
Blankenberge,2012,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2012,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Blankenberge,2011,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2011,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Blankenberge,2010,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2010,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Blankenberge,2009,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2009,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Blankenberge,2008,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2008,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Blankenberge,2007,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2007,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Blankenberge,2006,De Boekennok,Bedieningspunt,Nieuwe Steenweg,37,8377
Blankenberge,2006,Hoofdbibliotheek BLANKENBERGE,Hoofdbibliotheek,Onderwijsstraat,17,8370
Bocholt,2018,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2018,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2017,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2017,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2016,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2016,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2015,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2015,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2014,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2014,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2013,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2013,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2012,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2012,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2011,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2011,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2010,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2010,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2009,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2009,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2008,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2008,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2007,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2007,Bibliotheek Kaulille,Bedieningspunt,Kaulillerdorp,z.n. (in de kerk),3950
Bocholt,2006,Bibliotheek De Priool,Hoofdbibliotheek,Dorpsstraat,2,3950
Bocholt,2006,Uitleenpost Kaulille,Bedieningspunt,Nevenplein,1,3950
Bocholt,2006,Uitleenpost Lozen,Bedieningspunt,Hamonterweg,136,3950
Boechout,2017,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2017,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2016,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2016,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2015,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2015,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2014,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2014,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2013,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2013,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2012,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2012,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2011,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2011,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2010,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2010,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2009,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2009,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2008,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2008,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2007,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2007,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Boechout,2006,Hoofdbibliotheek BOECHOUT,Hoofdbibliotheek,Jef Van Hoofplein,20,2530
Boechout,2006,Uitleenpost Vremde,Bedieningspunt,Dorpsplaats,16,2531
Bonheiden,2019,Feniksuitleenpunt Rijmenam,Bedieningspunt,Sint-Maartensberg,2,2820
Bonheiden,2019,Hoofdbibliotheek BONHEIDEN,Hoofdbibliotheek,Jacques Morrensplein,1,2820
Bonheiden,2018,Feniksuitleenpunt Rijmenam,Bedieningspunt,Sint-Maartensberg,2,2820
Bonheiden,2018,Hoofdbibliotheek BONHEIDEN,Hoofdbibliotheek,Jacques Morrensplein,1,2820
Bonheiden,2017,Feniksuitleenpunt Rijmenam,Bedieningspunt,Sint-Maartensberg,2,2820
Bonheiden,2017,Hoofdbibliotheek BONHEIDEN,Hoofdbibliotheek,Jacques Morrensplein,1,2820
Bonheiden,2016,Feniksuitleenpunt Rijmenam,Bedieningspunt,Sint-Maartensberg,2,2820
Bonheiden,2016,Hoofdbibliotheek BONHEIDEN,Hoofdbibliotheek,Jacques Morrensplein,1,2820
Bonheiden,2015,Feniksuitleenpunt Rijmenam,Bedieningspunt,Sint-Maartensberg,2,2820
Bonheiden,2015,Hoofdbibliotheek BONHEIDEN,Hoofdbibliotheek,Jacques Morrensplein,1,2820
Bonheiden,2014,Feniksuitleenpunt Rijmenam,Bedieningspunt,Sint-Maartensberg,2,2820
Bonheiden,2014,Hoofdbibliotheek BONHEIDEN,Hoofdbibliotheek,Jacques Morrensplein,1,2820
